Total Nacional;Municipios;Sexo;Unidades de medida;Total
Total Nacional;09253 Pardilla;Mujeres;Personas;46
Total Nacional;09255 Partido de la Sierra en Tobalina;Ambos sexos;Personas;84
Total Nacional;09255 Partido de la Sierra en Tobalina;Hombres;Personas;52
Total Nacional;09255 Partido de la Sierra en Tobalina;Mujeres;Personas;32
Total Nacional;09256 Pedrosa de Duero;Ambos sexos;Personas;487
Total Nacional;09256 Pedrosa de Duero;Hombres;Personas;287
Total Nacional;09256 Pedrosa de Duero;Mujeres;Personas;200
Total Nacional;09259 Pedrosa de Río Úrbel;Ambos sexos;Personas;252
Total Nacional;09259 Pedrosa de Río Úrbel;Hombres;Personas;151
Total Nacional;09259 Pedrosa de Río Úrbel;Mujeres;Personas;101
Total Nacional;09257 Pedrosa del Páramo;Ambos sexos;Personas;84
Total Nacional;09257 Pedrosa del Páramo;Hombres;Personas;51
Total Nacional;09257 Pedrosa del Páramo;Mujeres;Personas;33
Total Nacional;09258 Pedrosa del Príncipe;Ambos sexos;Personas;165
Total Nacional;09258 Pedrosa del Príncipe;Hombres;Personas;90
Total Nacional;09258 Pedrosa del Príncipe;Mujeres;Personas;75
Total Nacional;09261 Peñaranda de Duero;Ambos sexos;Personas;503
Total Nacional;09261 Peñaranda de Duero;Hombres;Personas;258
Total Nacional;09261 Peñaranda de Duero;Mujeres;Personas;245
Total Nacional;09262 Peral de Arlanza;Ambos sexos;Personas;175
Total Nacional;09262 Peral de Arlanza;Hombres;Personas;98
Total Nacional;09262 Peral de Arlanza;Mujeres;Personas;77
Total Nacional;09265 Piérnigas;Ambos sexos;Personas;37
Total Nacional;09265 Piérnigas;Hombres;Personas;21
Total Nacional;09265 Piérnigas;Mujeres;Personas;16
Total Nacional;09266 Pineda de la Sierra;Ambos sexos;Personas;100
Total Nacional;09266 Pineda de la Sierra;Hombres;Personas;64
Total Nacional;09266 Pineda de la Sierra;Mujeres;Personas;36
Total Nacional;09267 Pineda Trasmonte;Ambos sexos;Personas;117
Total Nacional;09267 Pineda Trasmonte;Hombres;Personas;67
Total Nacional;09267 Pineda Trasmonte;Mujeres;Personas;50
Total Nacional;09268 Pinilla de los Barruecos;Ambos sexos;Personas;99
Total Nacional;09268 Pinilla de los Barruecos;Hombres;Personas;60
Total Nacional;09268 Pinilla de los Barruecos;Mujeres;Personas;39
Total Nacional;09269 Pinilla de los Moros;Ambos sexos;Personas;40
Total Nacional;09269 Pinilla de los Moros;Hombres;Personas;21
Total Nacional;09269 Pinilla de los Moros;Mujeres;Personas;19
Total Nacional;09270 Pinilla Trasmonte;Ambos sexos;Personas;167
Total Nacional;09270 Pinilla Trasmonte;Hombres;Personas;95
Total Nacional;09270 Pinilla Trasmonte;Mujeres;Personas;72
Total Nacional;09272 Poza de la Sal;Ambos sexos;Personas;292
Total Nacional;09272 Poza de la Sal;Hombres;Personas;160
Total Nacional;09272 Poza de la Sal;Mujeres;Personas;132
Total Nacional;09273 Prádanos de Bureba;Ambos sexos;Personas;56
Total Nacional;09273 Prádanos de Bureba;Hombres;Personas;35
Total Nacional;09273 Prádanos de Bureba;Mujeres;Personas;21
Total Nacional;09274 Pradoluengo;Ambos sexos;Personas;1.118
Total Nacional;09274 Pradoluengo;Hombres;Personas;568
Total Nacional;09274 Pradoluengo;Mujeres;Personas;550
Total Nacional;09275 Presencio;Ambos sexos;Personas;179
Total Nacional;09275 Presencio;Hombres;Personas;107
Total Nacional;09275 Presencio;Mujeres;Personas;72
Total Nacional;09276 Puebla de Arganzón, La;Ambos sexos;Personas;514
Total Nacional;09276 Puebla de Arganzón, La;Hombres;Personas;279
Total Nacional;09276 Puebla de Arganzón, La;Mujeres;Personas;235
Total Nacional;09277 Puentedura;Ambos sexos;Personas;120
Total Nacional;09277 Puentedura;Hombres;Personas;78
Total Nacional;09277 Puentedura;Mujeres;Personas;42
Total Nacional;09279 Quemada;Ambos sexos;Personas;247
Total Nacional;09279 Quemada;Hombres;Personas;148
Total Nacional;09279 Quemada;Mujeres;Personas;99
Total Nacional;09281 Quintana del Pidio;Ambos sexos;Personas;156
Total Nacional;09281 Quintana del Pidio;Hombres;Personas;86
Total Nacional;09281 Quintana del Pidio;Mujeres;Personas;70
Total Nacional;09280 Quintanabureba;Ambos sexos;Personas;30
Total Nacional;09280 Quintanabureba;Hombres;Personas;18
Total Nacional;09280 Quintanabureba;Mujeres;Personas;12
Total Nacional;09283 Quintanaélez;Ambos sexos;Personas;43
Total Nacional;09283 Quintanaélez;Hombres;Personas;25
Total Nacional;09283 Quintanaélez;Mujeres;Personas;18
Total Nacional;09287 Quintanaortuño;Ambos sexos;Personas;256
Total Nacional;09287 Quintanaortuño;Hombres;Personas;142
Total Nacional;09287 Quintanaortuño;Mujeres;Personas;114
Total Nacional;09288 Quintanapalla;Ambos sexos;Personas;112
Total Nacional;09288 Quintanapalla;Hombres;Personas;61
Total Nacional;09288 Quintanapalla;Mujeres;Personas;51
Total Nacional;09289 Quintanar de la Sierra;Ambos sexos;Personas;1.587
Total Nacional;09289 Quintanar de la Sierra;Hombres;Personas;829
Total Nacional;09289 Quintanar de la Sierra;Mujeres;Personas;758
Total Nacional;09292 Quintanavides;Ambos sexos;Personas;75
Total Nacional;09292 Quintanavides;Hombres;Personas;44
Total Nacional;09292 Quintanavides;Mujeres;Personas;31
Total Nacional;09294 Quintanilla de la Mata;Ambos sexos;Personas;115
Total Nacional;09294 Quintanilla de la Mata;Hombres;Personas;70
Total Nacional;09294 Quintanilla de la Mata;Mujeres;Personas;45
Total Nacional;09901 Quintanilla del Agua y Tordueles;Ambos sexos;Personas;356
Total Nacional;09901 Quintanilla del Agua y Tordueles;Hombres;Personas;192
Total Nacional;09901 Quintanilla del Agua y Tordueles;Mujeres;Personas;164
Total Nacional;09295 Quintanilla del Coco;Ambos sexos;Personas;50
Total Nacional;09295 Quintanilla del Coco;Hombres;Personas;25
Total Nacional;09295 Quintanilla del Coco;Mujeres;Personas;25
Total Nacional;09298 Quintanilla San García;Ambos sexos;Personas;79
Total Nacional;09298 Quintanilla San García;Hombres;Personas;46
Total Nacional;09298 Quintanilla San García;Mujeres;Personas;33
Total Nacional;09301 Quintanilla Vivar;Ambos sexos;Personas;875
Total Nacional;09301 Quintanilla Vivar;Hombres;Personas;485
Total Nacional;09301 Quintanilla Vivar;Mujeres;Personas;390
Total Nacional;09297 Quintanillas, Las;Ambos sexos;Personas;379
Total Nacional;09297 Quintanillas, Las;Hombres;Personas;221
Total Nacional;09297 Quintanillas, Las;Mujeres;Personas;158
Total Nacional;09302 Rabanera del Pinar;Ambos sexos;Personas;98
Total Nacional;09302 Rabanera del Pinar;Hombres;Personas;60
Total Nacional;09302 Rabanera del Pinar;Mujeres;Personas;38
Total Nacional;09303 Rábanos;Ambos sexos;Personas;79
Total Nacional;09303 Rábanos;Hombres;Personas;48
Total Nacional;09303 Rábanos;Mujeres;Personas;31
Total Nacional;09304 Rabé de las Calzadas;Ambos sexos;Personas;231
Total Nacional;09304 Rabé de las Calzadas;Hombres;Personas;115
Total Nacional;09304 Rabé de las Calzadas;Mujeres;Personas;116
Total Nacional;09306 Rebolledo de la Torre;Ambos sexos;Personas;95
Total Nacional;09306 Rebolledo de la Torre;Hombres;Personas;55
Total Nacional;09306 Rebolledo de la Torre;Mujeres;Personas;40
Total Nacional;09307 Redecilla del Camino;Ambos sexos;Personas;107
Total Nacional;09307 Redecilla del Camino;Hombres;Personas;70
Total Nacional;09307 Redecilla del Camino;Mujeres;Personas;37
Total Nacional;09308 Redecilla del Campo;Ambos sexos;Personas;64
Total Nacional;09308 Redecilla del Campo;Hombres;Personas;36
Total Nacional;09308 Redecilla del Campo;Mujeres;Personas;28
Total Nacional;09309 Regumiel de la Sierra;Ambos sexos;Personas;333
Total Nacional;09309 Regumiel de la Sierra;Hombres;Personas;176
Total Nacional;09309 Regumiel de la Sierra;Mujeres;Personas;157
Total Nacional;09310 Reinoso;Ambos sexos;Personas;15
Total Nacional;09310 Reinoso;Hombres;Personas;11
Total Nacional;09310 Reinoso;Mujeres;Personas;4
Total Nacional;09311 Retuerta;Ambos sexos;Personas;66
Total Nacional;09311 Retuerta;Hombres;Personas;39
Total Nacional;09311 Retuerta;Mujeres;Personas;27
Total Nacional;09314 Revilla del Campo;Ambos sexos;Personas;107
Total Nacional;09314 Revilla del Campo;Hombres;Personas;64
Total Nacional;09314 Revilla del Campo;Mujeres;Personas;43
Total Nacional;09316 Revilla Vallejera;Ambos sexos;Personas;102
Total Nacional;09316 Revilla Vallejera;Hombres;Personas;61
Total Nacional;09316 Revilla Vallejera;Mujeres;Personas;41
Total Nacional;09312 Revilla y Ahedo, La;Ambos sexos;Personas;102
Total Nacional;09312 Revilla y Ahedo, La;Hombres;Personas;59
Total Nacional;09312 Revilla y Ahedo, La;Mujeres;Personas;43
Total Nacional;09315 Revillarruz;Ambos sexos;Personas;558
Total Nacional;09315 Revillarruz;Hombres;Personas;288
Total Nacional;09315 Revillarruz;Mujeres;Personas;270
Total Nacional;09317 Rezmondo;Ambos sexos;Personas;21
Total Nacional;09317 Rezmondo;Hombres;Personas;8
Total Nacional;09317 Rezmondo;Mujeres;Personas;13
Total Nacional;09318 Riocavado de la Sierra;Ambos sexos;Personas;57
Total Nacional;09318 Riocavado de la Sierra;Hombres;Personas;38
Total Nacional;09318 Riocavado de la Sierra;Mujeres;Personas;19
Total Nacional;09321 Roa;Ambos sexos;Personas;2.254
Total Nacional;09321 Roa;Hombres;Personas;1.143
Total Nacional;09321 Roa;Mujeres;Personas;1.111
Total Nacional;09323 Rojas;Ambos sexos;Personas;61
Total Nacional;09323 Rojas;Hombres;Personas;41
Total Nacional;09323 Rojas;Mujeres;Personas;20
Total Nacional;09325 Royuela de Río Franco;Ambos sexos;Personas;177
Total Nacional;09325 Royuela de Río Franco;Hombres;Personas;106
Total Nacional;09325 Royuela de Río Franco;Mujeres;Personas;71
Total Nacional;09326 Rubena;Ambos sexos;Personas;193
Total Nacional;09326 Rubena;Hombres;Personas;112
Total Nacional;09326 Rubena;Mujeres;Personas;81
Total Nacional;09327 Rublacedo de Abajo;Ambos sexos;Personas;28
Total Nacional;09327 Rublacedo de Abajo;Hombres;Personas;14
Total Nacional;09327 Rublacedo de Abajo;Mujeres;Personas;14
Total Nacional;09328 Rucandio;Ambos sexos;Personas;64
Total Nacional;09328 Rucandio;Hombres;Personas;31
Total Nacional;09328 Rucandio;Mujeres;Personas;33
Total Nacional;09329 Salas de Bureba;Ambos sexos;Personas;133
Total Nacional;09329 Salas de Bureba;Hombres;Personas;77
Total Nacional;09329 Salas de Bureba;Mujeres;Personas;56
Total Nacional;09330 Salas de los Infantes;Ambos sexos;Personas;1.975
Total Nacional;09330 Salas de los Infantes;Hombres;Personas;1.023
Total Nacional;09330 Salas de los Infantes;Mujeres;Personas;952
Total Nacional;09332 Saldaña de Burgos;Ambos sexos;Personas;180
Total Nacional;09332 Saldaña de Burgos;Hombres;Personas;103
Total Nacional;09332 Saldaña de Burgos;Mujeres;Personas;77
Total Nacional;09334 Salinillas de Bureba;Ambos sexos;Personas;51
Total Nacional;09334 Salinillas de Bureba;Hombres;Personas;38
Total Nacional;09334 Salinillas de Bureba;Mujeres;Personas;13
Total Nacional;09335 San Adrián de Juarros;Ambos sexos;Personas;93
Total Nacional;09335 San Adrián de Juarros;Hombres;Personas;60
Total Nacional;09335 San Adrián de Juarros;Mujeres;Personas;33
Total Nacional;09337 San Juan del Monte;Ambos sexos;Personas;155
Total Nacional;09337 San Juan del Monte;Hombres;Personas;84
Total Nacional;09337 San Juan del Monte;Mujeres;Personas;71
Total Nacional;09338 San Mamés de Burgos;Ambos sexos;Personas;318
Total Nacional;09338 San Mamés de Burgos;Hombres;Personas;179
Total Nacional;09338 San Mamés de Burgos;Mujeres;Personas;139
Total Nacional;09339 San Martín de Rubiales;Ambos sexos;Personas;144
Total Nacional;09339 San Martín de Rubiales;Hombres;Personas;86
Total Nacional;09339 San Martín de Rubiales;Mujeres;Personas;58
Total Nacional;09340 San Millán de Lara;Ambos sexos;Personas;69
Total Nacional;09340 San Millán de Lara;Hombres;Personas;49
Total Nacional;09340 San Millán de Lara;Mujeres;Personas;20
Total Nacional;09360 San Vicente del Valle;Ambos sexos;Personas;28
Total Nacional;09360 San Vicente del Valle;Hombres;Personas;20
Total Nacional;09360 San Vicente del Valle;Mujeres;Personas;8
Total Nacional;09343 Santa Cecilia;Ambos sexos;Personas;100
Total Nacional;09343 Santa Cecilia;Hombres;Personas;61
Total Nacional;09343 Santa Cecilia;Mujeres;Personas;39
Total Nacional;09345 Santa Cruz de la Salceda;Ambos sexos;Personas;132
Total Nacional;09345 Santa Cruz de la Salceda;Hombres;Personas;83
Total Nacional;09345 Santa Cruz de la Salceda;Mujeres;Personas;49
Total Nacional;09346 Santa Cruz del Valle Urbión;Ambos sexos;Personas;101
Total Nacional;09346 Santa Cruz del Valle Urbión;Hombres;Personas;68
Total Nacional;09346 Santa Cruz del Valle Urbión;Mujeres;Personas;33
Total Nacional;09347 Santa Gadea del Cid;Ambos sexos;Personas;152
Total Nacional;09347 Santa Gadea del Cid;Hombres;Personas;82
Total Nacional;09347 Santa Gadea del Cid;Mujeres;Personas;70
Total Nacional;09348 Santa Inés;Ambos sexos;Personas;152
Total Nacional;09348 Santa Inés;Hombres;Personas;88
Total Nacional;09348 Santa Inés;Mujeres;Personas;64
Total Nacional;09350 Santa María del Campo;Ambos sexos;Personas;517
Total Nacional;09350 Santa María del Campo;Hombres;Personas;281
Total Nacional;09350 Santa María del Campo;Mujeres;Personas;236
Total Nacional;09351 Santa María del Invierno;Ambos sexos;Personas;66
Total Nacional;09351 Santa María del Invierno;Hombres;Personas;48
Total Nacional;09351 Santa María del Invierno;Mujeres;Personas;18
Total Nacional;09352 Santa María del Mercadillo;Ambos sexos;Personas;104
Total Nacional;09352 Santa María del Mercadillo;Hombres;Personas;66
Total Nacional;09352 Santa María del Mercadillo;Mujeres;Personas;38
Total Nacional;09353 Santa María Rivarredonda	;Ambos sexos;Personas;99
Total Nacional;09353 Santa María Rivarredonda	;Hombres;Personas;61
Total Nacional;09353 Santa María Rivarredonda	;Mujeres;Personas;38
Total Nacional;09354 Santa Olalla de Bureba;Ambos sexos;Personas;36
Total Nacional;09354 Santa Olalla de Bureba;Hombres;Personas;25
Total Nacional;09354 Santa Olalla de Bureba;Mujeres;Personas;11
Total Nacional;09355 Santibáñez de Esgueva;Ambos sexos;Personas;85
Total Nacional;09355 Santibáñez de Esgueva;Hombres;Personas;47
Total Nacional;09355 Santibáñez de Esgueva;Mujeres;Personas;38
Total Nacional;09356 Santibáñez del Val;Ambos sexos;Personas;54
Total Nacional;09356 Santibáñez del Val;Hombres;Personas;33
Total Nacional;09356 Santibáñez del Val;Mujeres;Personas;21
Total Nacional;09358 Santo Domingo de Silos;Ambos sexos;Personas;263
Total Nacional;09358 Santo Domingo de Silos;Hombres;Personas;170
Total Nacional;09358 Santo Domingo de Silos;Mujeres;Personas;93
Total Nacional;09361 Sargentes de la Lora;Ambos sexos;Personas;112
Total Nacional;09361 Sargentes de la Lora;Hombres;Personas;64
Total Nacional;09361 Sargentes de la Lora;Mujeres;Personas;48
Total Nacional;09362 Sarracín;Ambos sexos;Personas;251
Total Nacional;09362 Sarracín;Hombres;Personas;135
Total Nacional;09362 Sarracín;Mujeres;Personas;116
Total Nacional;09363 Sasamón;Ambos sexos;Personas;966
Total Nacional;09363 Sasamón;Hombres;Personas;560
Total Nacional;09363 Sasamón;Mujeres;Personas;406
Total Nacional;09365 Sequera de Haza, La;Ambos sexos;Personas;25
Total Nacional;09365 Sequera de Haza, La;Hombres;Personas;18
Total Nacional;09365 Sequera de Haza, La;Mujeres;Personas;7
Total Nacional;09366 Solarana;Ambos sexos;Personas;73
Total Nacional;09366 Solarana;Hombres;Personas;43
Total Nacional;09366 Solarana;Mujeres;Personas;30
Total Nacional;09368 Sordillos;Ambos sexos;Personas;28
Total Nacional;09368 Sordillos;Hombres;Personas;16
Total Nacional;09368 Sordillos;Mujeres;Personas;12
Total Nacional;09369 Sotillo de la Ribera;Ambos sexos;Personas;468
Total Nacional;09369 Sotillo de la Ribera;Hombres;Personas;249
Total Nacional;09369 Sotillo de la Ribera;Mujeres;Personas;219
Total Nacional;09372 Sotragero;Ambos sexos;Personas;280
Total Nacional;09372 Sotragero;Hombres;Personas;154
Total Nacional;09372 Sotragero;Mujeres;Personas;126
Total Nacional;09373 Sotresgudo;Ambos sexos;Personas;443
Total Nacional;09373 Sotresgudo;Hombres;Personas;256
Total Nacional;09373 Sotresgudo;Mujeres;Personas;187
Total Nacional;09374 Susinos del Páramo;Ambos sexos;Personas;113
Total Nacional;09374 Susinos del Páramo;Hombres;Personas;71
Total Nacional;09374 Susinos del Páramo;Mujeres;Personas;42
Total Nacional;09375 Tamarón;Ambos sexos;Personas;41
Total Nacional;09375 Tamarón;Hombres;Personas;25
Total Nacional;09375 Tamarón;Mujeres;Personas;16
Total Nacional;09377 Tardajos;Ambos sexos;Personas;801
Total Nacional;09377 Tardajos;Hombres;Personas;431
Total Nacional;09377 Tardajos;Mujeres;Personas;370
Total Nacional;09378 Tejada;Ambos sexos;Personas;34
Total Nacional;09378 Tejada;Hombres;Personas;19
Total Nacional;09378 Tejada;Mujeres;Personas;15
Total Nacional;09380 Terradillos de Esgueva;Ambos sexos;Personas;73
Total Nacional;09380 Terradillos de Esgueva;Hombres;Personas;35
Total Nacional;09380 Terradillos de Esgueva;Mujeres;Personas;38
Total Nacional;09381 Tinieblas de la Sierra;Ambos sexos;Personas;28
Total Nacional;09381 Tinieblas de la Sierra;Hombres;Personas;15
Total Nacional;09381 Tinieblas de la Sierra;Mujeres;Personas;13
Total Nacional;09382 Tobar;Ambos sexos;Personas;22
Total Nacional;09382 Tobar;Hombres;Personas;16
Total Nacional;09382 Tobar;Mujeres;Personas;6
Total Nacional;09384 Tordómar;Ambos sexos;Personas;329
Total Nacional;09384 Tordómar;Hombres;Personas;184
Total Nacional;09384 Tordómar;Mujeres;Personas;145
Total Nacional;09386 Torrecilla del Monte;Ambos sexos;Personas;73
Total Nacional;09386 Torrecilla del Monte;Hombres;Personas;41
Total Nacional;09386 Torrecilla del Monte;Mujeres;Personas;32
Total Nacional;09387 Torregalindo;Ambos sexos;Personas;120
Total Nacional;09387 Torregalindo;Hombres;Personas;74
Total Nacional;09387 Torregalindo;Mujeres;Personas;46
Total Nacional;09388 Torrelara;Ambos sexos;Personas;34
Total Nacional;09388 Torrelara;Hombres;Personas;20
Total Nacional;09388 Torrelara;Mujeres;Personas;14
Total Nacional;09389 Torrepadre;Ambos sexos;Personas;76
Total Nacional;09389 Torrepadre;Hombres;Personas;44
Total Nacional;09389 Torrepadre;Mujeres;Personas;32
Total Nacional;09390 Torresandino;Ambos sexos;Personas;595
Total Nacional;09390 Torresandino;Hombres;Personas;319
Total Nacional;09390 Torresandino;Mujeres;Personas;276
Total Nacional;09391 Tórtoles de Esgueva;Ambos sexos;Personas;402
Total Nacional;09391 Tórtoles de Esgueva;Hombres;Personas;215
Total Nacional;09391 Tórtoles de Esgueva;Mujeres;Personas;187
Total Nacional;09392 Tosantos;Ambos sexos;Personas;56
Total Nacional;09392 Tosantos;Hombres;Personas;31
Total Nacional;09392 Tosantos;Mujeres;Personas;25
Total Nacional;09394 Trespaderne;Ambos sexos;Personas;754
Total Nacional;09394 Trespaderne;Hombres;Personas;370
Total Nacional;09394 Trespaderne;Mujeres;Personas;384
Total Nacional;09395 Tubilla del Agua;Ambos sexos;Personas;142
Total Nacional;09395 Tubilla del Agua;Hombres;Personas;86
Total Nacional;09395 Tubilla del Agua;Mujeres;Personas;56
Total Nacional;09396 Tubilla del Lago;Ambos sexos;Personas;167
Total Nacional;09396 Tubilla del Lago;Hombres;Personas;89
Total Nacional;09396 Tubilla del Lago;Mujeres;Personas;78
Total Nacional;09398 Úrbel del Castillo;Ambos sexos;Personas;67
Total Nacional;09398 Úrbel del Castillo;Hombres;Personas;44
Total Nacional;09398 Úrbel del Castillo;Mujeres;Personas;23
